student_index,risk_score,actual_label,rank,feature,shap_value,feature_val,direction
431,0.3589,0,3,Previous qualification (grade),0.4508,113.0,risk
432,0.007,0,1,Course,0.2665,14.0,risk
432,0.007,0,2,Unemployment rate,0.1959,13.9,risk
432,0.007,0,3,Admission grade,0.1832,141.3,risk
433,0.1096,0,1,Admission grade,0.3333,135.7,risk
433,0.1096,0,2,Previous qualification (grade),0.2866,128.0,risk
433,0.1096,0,3,Curricular units 1st sem (evaluations),0.1236,7.0,risk
434,0.3362,0,1,Total_Units_Failed,0.7718,7.0,risk
434,0.3362,0,2,Approval_Rate_Sem2,0.4458,0.7,risk
434,0.3362,0,3,Approval_Rate_Sem1,0.4401,0.6,risk
435,0.9914,1,1,Tuition fees up to date,1.8826,0.0,risk
435,0.9914,1,2,Approval_Rate_Sem2,0.9531,0.0,risk
435,0.9914,1,3,Total_Units_Failed,0.7158,12.0,risk
436,0.9909,1,1,Tuition fees up to date,3.12,0.0,risk
436,0.9909,1,2,Approval_Rate_Sem2,0.8577,0.5,risk
436,0.9909,1,3,Age at enrollment,0.6145,31.0,risk
437,0.0121,0,1,Unemployment rate,0.1932,12.7,risk
437,0.0121,0,2,Scholarship holder,0.1562,0.0,risk
437,0.0121,0,3,Curricular units 1st sem (evaluations),0.0996,8.0,risk
438,0.9539,0,1,Approval_Rate_Sem2,1.1714,0.0,risk
438,0.9539,0,2,Total_Units_Failed,0.7474,8.0,risk
438,0.9539,0,3,Curricular units 2nd sem (approved),0.4033,0.0,risk
439,0.0136,0,1,Inflation rate,0.2695,0.6,risk
439,0.0136,0,2,Unemployment rate,0.197,11.1,risk
439,0.0136,0,3,Displaced,0.1855,1.0,risk
440,0.134,0,1,Unemployment rate,0.4539,15.5,risk
440,0.134,0,2,Course,0.2448,13.0,risk
440,0.134,0,3,Previous qualification (grade),0.1314,110.0,risk
441,0.043,0,1,Approval_Rate_Trend,0.4138,-0.1667,risk
441,0.043,0,2,Curricular units 1st sem (evaluations),0.2037,8.0,risk
441,0.043,0,3,Inflation rate,0.1516,0.3,risk
442,0.1191,0,1,Course,0.6619,14.0,risk
442,0.1191,0,2,Mother's qualification,0.2526,18.0,risk
442,0.1191,0,3,Displaced,0.2147,1.0,risk
443,0.9357,1,1,Approval_Rate_Sem2,1.2639,0.0,risk
443,0.9357,1,2,Total_Units_Failed,0.7844,7.0,risk
443,0.9357,1,3,Curricular units 2nd sem (approved),0.4548,0.0,risk
444,0.9899,1,1,Tuition fees up to date,1.5532,0.0,risk
444,0.9899,1,2,Approval_Rate_Sem2,1.1895,0.0,risk
444,0.9899,1,3,Total_Units_Failed,0.7668,10.0,risk
445,0.0322,0,1,GDP,0.1496,0.79,risk
445,0.0322,0,2,Application mode,0.149,4.0,risk
445,0.0322,0,3,Unemployment rate,0.143,13.9,risk
446,0.579,1,1,Approval_Rate_Sem2,1.0175,0.0,risk
446,0.579,1,2,Curricular units 2nd sem (approved),0.3786,0.0,risk
446,0.579,1,3,Approval_Rate_Sem1,0.3643,0.0,risk
447,0.9203,1,1,Tuition fees up to date,2.3068,0.0,risk
447,0.9203,1,2,Total_Units_Failed,0.5375,8.0,risk
447,0.9203,1,3,Age at enrollment,0.4075,57.0,risk
448,0.2103,0,1,Course,0.4276,13.0,risk
448,0.2103,0,2,Approval_Rate_Trend,0.3874,-0.3333,risk
448,0.2103,0,3,Mother's occupation,0.358,27.0,risk
449,0.0222,0,1,Unemployment rate,0.1809,12.7,risk
449,0.0222,0,2,Curricular units 2nd sem (grade),0.1651,13.7143,risk
449,0.0222,0,3,Scholarship holder,0.1452,0.0,risk
450,0.0025,0,1,Inflation rate,0.2246,0.6,risk
450,0.0025,0,2,Curricular units 2nd sem (credited),0.1603,15.0,risk
450,0.0025,0,3,Unemployment rate,0.131,11.1,risk
451,0.0137,0,1,Approval_Rate_Trend,0.2229,-0.1667,risk
451,0.0137,0,2,Course,0.1665,13.0,risk
451,0.0137,0,3,Application mode,0.1662,4.0,risk
452,0.1062,0,1,Admission grade,0.2922,128.8,risk
452,0.1062,0,2,Mother's occupation,0.2747,27.0,risk
452,0.1062,0,3,Scholarship holder,0.1629,0.0,risk
453,0.0095,0,1,Course,0.5775,14.0,risk
453,0.0095,0,2,Curricular units 1st sem (evaluations),0.1031,6.0,risk
453,0.0095,0,3,Mother's occupation,0.0999,27.0,risk
454,0.0108,0,1,Unemployment rate,0.1674,15.5,risk
454,0.0108,0,2,Admission grade,0.1609,128.4,risk
454,0.0108,0,3,Displaced,0.1294,1.0,risk
455,0.9497,1,1,Approval_Rate_Sem2,1.2331,0.0,risk
455,0.9497,1,2,Grade_Drop,0.8289,13.0,risk
455,0.9497,1,3,Total_Units_Failed,0.8019,10.0,risk
456,0.1894,0,1,Approval_Rate_Sem2,0.9648,0.0,risk
456,0.1894,0,2,Curricular units 2nd sem (approved),0.422,0.0,risk
456,0.1894,0,3,Curricular units 2nd sem (evaluations),0.3361,0.0,risk
457,0.1564,0,1,Approval_Rate_Sem2,0.3896,0.6,risk
457,0.1564,0,2,Application mode,0.2756,4.0,risk
457,0.1564,0,3,Approval_Rate_Trend,0.2537,-0.2,risk
458,0.0091,0,1,Scholarship holder,0.1363,0.0,risk
458,0.0091,0,2,Displaced,0.0854,1.0,risk
458,0.0091,0,3,Grade_Drop,0.0509,-0.1429,risk
459,0.9535,1,1,Tuition fees up to date,2.0914,0.0,risk
459,0.9535,1,2,Approval_Rate_Sem2,0.9698,0.0,risk
459,0.9535,1,3,Total_Units_Failed,0.6066,11.0,risk
460,0.2232,0,1,Admission grade,0.3122,127.6,risk
460,0.2232,0,2,Inflation rate,0.2608,0.5,risk
460,0.2232,0,3,Curricular units 2nd sem (grade),0.1945,13.775,risk
461,0.0991,0,1,Approval_Rate_Sem1,0.3524,0.6667,risk
461,0.0991,0,2,GDP,0.2451,-4.06,risk
461,0.0991,0,3,Curricular units 2nd sem (grade),0.2337,10.8333,risk
462,0.0921,0,1,Approval_Rate_Sem2,0.4775,0.6667,risk
462,0.0921,0,2,Approval_Rate_Trend,0.2339,-0.1667,risk
462,0.0921,0,3,Financial_Risk_Score,0.2028,1.0,risk
463,0.0098,0,1,Admission grade,0.2572,131.8,risk
463,0.0098,0,2,Scholarship holder,0.1336,0.0,risk
463,0.0098,0,3,Application mode,0.1256,4.0,risk
464,0.0196,0,1,Age at enrollment,0.3883,29.0,risk
464,0.0196,0,2,Scholarship holder,0.1963,0.0,risk
464,0.0196,0,3,Mother's qualification,0.1737,17.0,risk
465,0.0128,0,1,Curricular units 1st sem (without evaluations),0.2733,1.0,risk
465,0.0128,0,2,Mother's qualification,0.2376,17.0,risk
465,0.0128,0,3,Curricular units 1st sem (evaluations),0.1368,8.0,risk
466,0.0294,0,1,Financial_Risk_Score,0.4607,1.0,risk
466,0.0294,0,2,Debtor,0.3433,1.0,risk
466,0.0294,0,3,Displaced,0.1466,1.0,risk
467,0.0093,0,1,Father's qualification,0.4434,0.0,risk
467,0.0093,0,2,Grade_Drop,0.1475,0.5,risk
467,0.0093,0,3,Age at enrollment,0.1106,41.0,risk
468,0.0063,0,1,Course,0.1309,10.0,risk
468,0.0063,0,2,Father's qualification,0.115,0.0,risk
468,0.0063,0,3,Curricular units 1st sem (evaluations),0.1049,6.0,risk
469,0.0158,0,1,Curricular units 1st sem (without evaluations),0.3927,1.0,risk
469,0.0158,0,2,Mother's qualification,0.1777,17.0,risk
469,0.0158,0,3,Application mode,0.1763,5.0,risk
470,0.0673,0,1,Approval_Rate_Sem1,0.3644,0.7273,risk
470,0.0673,0,2,Approval_Rate_Sem2,0.2414,0.7778,risk
470,0.0673,0,3,Inflation rate,0.124,1.4,risk
471,0.9956,1,1,Approval_Rate_Sem2,1.273,0.0,risk
471,0.9956,1,2,Total_Units_Failed,0.9648,13.0,risk
471,0.9956,1,3,Curricular units 2nd sem (evaluations),0.7192,0.0,risk
472,0.0133,0,1,Curricular units 2nd sem (credited),0.1354,5.0,risk
472,0.0133,0,2,Scholarship holder,0.1334,0.0,risk
472,0.0133,0,3,Admission grade,0.0868,138.8,risk
473,0.6304,0,1,Approval_Rate_Sem2,0.9935,0.0,risk
473,0.6304,0,2,Age at enrollment,0.4543,25.0,risk
473,0.6304,0,3,Curricular units 2nd sem (approved),0.373,0.0,risk
474,0.2155,0,1,Approval_Rate_Sem2,0.7134,0.3333,risk
474,0.2155,0,2,Course,0.1918,7.0,risk
474,0.2155,0,3,Avg_Grade,0.1641,11.3,risk
475,0.9586,1,1,Approval_Rate_Sem2,1.0599,0.0,risk
475,0.9586,1,2,Curricular units 2nd sem (evaluations),0.5355,1.0,risk
475,0.9586,1,3,Course,0.4827,14.0,risk
476,0.0215,0,1,Mother's qualification,0.2393,17.0,risk
476,0.0215,0,2,GDP,0.2194,-0.92,risk
476,0.0215,0,3,Application mode,0.1765,4.0,risk
477,0.4256,0,1,Age at enrollment,0.4541,41.0,risk
477,0.4256,0,2,Course,0.4533,16.0,risk
477,0.4256,0,3,Approval_Rate_Sem1,0.3691,0.6667,risk
478,0.5375,0,1,Total_Units_Failed,0.7743,8.0,risk
478,0.5375,0,2,Approval_Rate_Trend,0.503,-0.0559,risk
478,0.5375,0,3,Approval_Rate_Sem2,0.4871,0.6364,risk
479,0.2475,0,1,Approval_Rate_Sem2,0.7335,0.5,risk
479,0.2475,0,2,Approval_Rate_Sem1,0.3365,0.6667,risk
479,0.2475,0,3,Mother's occupation,0.1745,27.0,risk
480,0.0887,0,1,Course,0.7115,13.0,risk
480,0.0887,0,2,Admission grade,0.2434,125.3,risk
480,0.0887,0,3,Approval_Rate_Sem1,0.2128,0.6667,risk
481,0.0121,0,1,Course,0.2662,13.0,risk
481,0.0121,0,2,Previous qualification (grade),0.2204,124.0,risk
481,0.0121,0,3,Application mode,0.1806,4.0,risk
482,0.6074,1,1,Course,0.6065,13.0,risk
482,0.6074,1,2,Approval_Rate_Sem1,0.4727,0.6,risk
482,0.6074,1,3,Application mode,0.2118,4.0,risk
483,0.0835,0,1,Course,0.5641,14.0,risk
483,0.0835,0,2,Admission grade,0.2884,131.6,risk
483,0.0835,0,3,Unemployment rate,0.124,10.8,risk
484,0.128,1,1,Age at enrollment,0.3991,26.0,risk
484,0.128,1,2,Approval_Rate_Sem2,0.2979,0.75,risk
484,0.128,1,3,GDP,0.2634,-0.92,risk
485,0.0156,0,1,Admission grade,0.2023,136.2,risk
485,0.0156,0,2,Application mode,0.1855,4.0,risk
485,0.0156,0,3,Total_Evaluations,0.1752,11.0,risk
486,0.1219,0,1,Course,0.4282,14.0,risk
486,0.1219,0,2,Father's occupation,0.2631,37.0,risk
486,0.1219,0,3,Mother's qualification,0.2216,18.0,risk
487,0.9029,1,1,Approval_Rate_Sem2,1.0892,0.0,risk
487,0.9029,1,2,Total_Units_Failed,0.9012,12.0,risk
487,0.9029,1,3,Father's occupation,0.618,0.0,risk
488,0.0044,0,1,GDP,0.1558,-1.7,risk
488,0.0044,0,2,Scholarship holder,0.1466,0.0,risk
488,0.0044,0,3,Previous qualification (grade),0.0807,137.0,risk
489,0.0059,0,1,Grade_Drop,0.1978,1.6929,risk
489,0.0059,0,2,Unemployment rate,0.1523,12.4,risk
489,0.0059,0,3,Father's qualification,0.0686,0.0,risk
490,0.0011,0,1,Father's occupation,0.168,43.0,risk
490,0.0011,0,2,Curricular units 1st sem (evaluations),0.0487,8.0,risk
490,0.0011,0,3,Mother's qualification,0.0378,17.0,risk
491,0.1662,0,1,Approval_Rate_Sem2,0.3425,0.6667,risk
491,0.1662,0,2,Approval_Rate_Sem1,0.3106,0.6667,risk
491,0.1662,0,3,Course,0.3016,13.0,risk
492,0.0374,0,1,Course,0.4505,14.0,risk
492,0.0374,0,2,Inflation rate,0.2806,0.6,risk
492,0.0374,0,3,Unemployment rate,0.2736,11.1,risk
493,0.0112,0,1,Inflation rate,0.2503,0.6,risk
493,0.0112,0,2,Unemployment rate,0.2278,11.1,risk
493,0.0112,0,3,Total_Evaluations,0.1821,17.0,risk
494,0.415,1,1,Approval_Rate_Sem2,0.9174,0.0,risk
494,0.415,1,2,Approval_Rate_Sem1,0.4157,0.0,risk
494,0.415,1,3,Curricular units 2nd sem (approved),0.3562,0.0,risk
495,0.9812,1,1,Approval_Rate_Sem2,1.3764,0.0,risk
495,0.9812,1,2,Total_Units_Failed,0.7946,7.0,risk
495,0.9812,1,3,Curricular units 2nd sem (approved),0.4415,0.0,risk
496,0.608,1,1,Approval_Rate_Sem2,0.9558,0.0,risk
496,0.608,1,2,Age at enrollment,0.4111,30.0,risk
496,0.608,1,3,Approval_Rate_Sem1,0.3285,0.0,risk
497,0.6739,1,1,Approval_Rate_Sem2,0.9794,0.3333,risk
497,0.6739,1,2,Total_Units_Failed,0.8068,6.0,risk
497,0.6739,1,3,Approval_Rate_Sem1,0.3519,0.6667,risk
498,0.0268,0,1,Course,0.4281,14.0,risk
498,0.0268,0,2,Mother's occupation,0.1773,26.0,risk
498,0.0268,0,3,Gender,0.1689,1.0,risk
499,0.0111,0,1,Age at enrollment,0.3855,32.0,risk
499,0.0111,0,2,Approval_Rate_Sem1,0.3489,0.3333,risk
499,0.0111,0,3,GDP,0.1599,-0.92,risk
500,0.9952,1,1,Approval_Rate_Sem2,1.3246,0.0,risk
500,0.9952,1,2,Total_Units_Failed,1.2087,12.0,risk
500,0.9952,1,3,Curricular units 2nd sem (evaluations),0.7016,0.0,risk
501,0.2585,0,1,Approval_Rate_Sem2,0.368,0.6667,risk
501,0.2585,0,2,Approval_Rate_Trend,0.3011,-0.1667,risk
501,0.2585,0,3,Application mode,0.2027,4.0,risk
502,0.9736,1,1,Approval_Rate_Sem2,1.2133,0.1667,risk
502,0.9736,1,2,Total_Units_Failed,0.7145,8.0,risk
502,0.9736,1,3,Age at enrollment,0.4544,48.0,risk
503,0.0106,0,1,Course,0.38,12.0,risk
503,0.0106,0,2,Scholarship holder,0.179,0.0,risk
503,0.0106,0,3,Unemployment rate,0.1019,12.7,risk
504,0.0478,1,1,Course,0.3582,13.0,risk
504,0.0478,1,2,Admission grade,0.2159,122.5,risk
504,0.0478,1,3,Approval_Rate_Trend,0.1991,-0.1667,risk
505,0.9989,1,1,Tuition fees up to date,2.111,0.0,risk
505,0.9989,1,2,Approval_Rate_Sem2,0.9024,0.0,risk
505,0.9989,1,3,Total_Units_Failed,0.65,9.0,risk
506,0.0052,0,1,Curricular units 1st sem (evaluations),0.1495,8.0,risk
506,0.0052,0,2,Displaced,0.1427,1.0,risk
506,0.0052,0,3,Total_Evaluations,0.1333,18.0,risk
507,0.0091,0,1,Application mode,0.1817,5.0,risk
507,0.0091,0,2,Curricular units 1st sem (evaluations),0.119,7.0,risk
507,0.0091,0,3,Displaced,0.0576,1.0,risk
508,0.0114,0,1,Admission grade,0.3116,128.5,risk
508,0.0114,0,2,Displaced,0.2012,1.0,risk
508,0.0114,0,3,Curricular units 1st sem (evaluations),0.1474,8.0,risk
509,0.6249,0,1,Approval_Rate_Sem2,0.7783,0.5,risk
509,0.6249,0,2,Age at enrollment,0.554,26.0,risk
509,0.6249,0,3,Approval_Rate_Sem1,0.3051,0.6667,risk
510,0.4183,0,1,Approval_Rate_Sem2,0.7788,0.4,risk
510,0.4183,0,2,Admission grade,0.1732,121.8,risk
510,0.4183,0,3,Curricular units 1st sem (grade),0.1284,12.0,risk
511,0.1379,0,1,Approval_Rate_Trend,0.6277,-0.0404,risk
511,0.1379,0,2,Approval_Rate_Sem2,0.2502,0.7778,risk
511,0.1379,0,3,Curricular units 2nd sem (grade),0.1294,13.75,risk
512,0.0873,0,1,Approval_Rate_Trend,0.4966,-0.0769,risk
512,0.0873,0,2,Age at enrollment,0.3833,32.0,risk
512,0.0873,0,3,Curricular units 1st sem (credited),0.2873,12.0,risk
513,0.0033,0,1,Curricular units 1st sem (evaluations),0.1437,7.0,risk
513,0.0033,0,2,Scholarship holder,0.1145,0.0,risk
513,0.0033,0,3,Course,0.0693,11.0,risk
514,0.9973,1,1,Tuition fees up to date,2.2944,0.0,risk
514,0.9973,1,2,Approval_Rate_Sem2,0.9619,0.0,risk
514,0.9973,1,3,Total_Units_Failed,0.5749,10.0,risk
515,0.9911,1,1,Tuition fees up to date,3.3477,0.0,risk
515,0.9911,1,2,GDP,0.5968,-0.92,risk
515,0.9911,1,3,Age at enrollment,0.5775,26.0,risk
516,0.0164,0,1,Admission grade,0.2403,137.8,risk
516,0.0164,0,2,Displaced,0.187,1.0,risk
516,0.0164,0,3,Inflation rate,0.1677,0.3,risk
517,0.0176,0,1,Course,0.544,14.0,risk
517,0.0176,0,2,Unemployment rate,0.1629,12.4,risk
517,0.0176,0,3,Father's occupation,0.1537,37.0,risk
518,0.7067,0,1,Tuition fees up to date,1.6259,0.0,risk
518,0.7067,0,2,Approval_Rate_Sem2,0.3566,0.6667,risk
518,0.7067,0,3,Approval_Rate_Trend,0.317,-0.3333,risk
519,0.0104,0,1,Admission grade,0.2717,140.5,risk
519,0.0104,0,2,Father's qualification,0.1057,0.0,risk
519,0.0104,0,3,Mother's occupation,0.1027,25.0,risk
520,0.0726,0,1,Avg_Grade,0.209,13.4429,risk
520,0.0726,0,2,Curricular units 1st sem (evaluations),0.1678,8.0,risk
520,0.0726,0,3,Unemployment rate,0.1645,12.7,risk
521,0.9951,1,1,Tuition fees up to date,2.2408,0.0,risk
521,0.9951,1,2,Approval_Rate_Sem2,0.7764,0.0,risk
521,0.9951,1,3,Age at enrollment,0.5977,45.0,risk
522,0.1258,0,1,Approval_Rate_Sem2,0.7668,0.5,risk
522,0.1258,0,2,Approval_Rate_Trend,0.2643,-0.5,risk
522,0.1258,0,3,Course,0.1769,10.0,risk
523,0.07,1,1,Admission grade,0.2201,141.1,risk
523,0.07,1,2,Course,0.1881,11.0,risk
523,0.07,1,3,Scholarship holder,0.1744,0.0,risk
524,0.0364,0,1,Course,0.3294,12.0,risk
524,0.0364,0,2,Age at enrollment,0.3199,32.0,risk
524,0.0364,0,3,GDP,0.2205,-1.7,risk
525,0.9946,1,1,Approval_Rate_Sem2,1.328,0.0,risk
525,0.9946,1,2,Total_Units_Failed,1.0586,8.0,risk
525,0.9946,1,3,Curricular units 2nd sem (evaluations),0.7207,0.0,risk
526,0.0087,0,1,Curricular units 2nd sem (credited),0.1205,4.0,risk
526,0.0087,0,2,Scholarship holder,0.1014,0.0,risk
526,0.0087,0,3,Admission grade,0.0983,121.6,risk
527,0.065,0,1,Unemployment rate,0.3443,13.9,risk
527,0.065,0,2,Age at enrollment,0.2431,32.0,risk
527,0.065,0,3,Scholarship holder,0.1855,0.0,risk
528,0.0031,0,1,Admission grade,0.2137,129.1,risk
528,0.0031,0,2,Inflation rate,0.1367,0.5,risk
528,0.0031,0,3,Curricular units 2nd sem (credited),0.1185,6.0,risk
529,0.0175,0,1,Admission grade,0.2913,128.4,risk
529,0.0175,0,2,Curricular units 1st sem (without evaluations),0.1957,2.0,risk
529,0.0175,0,3,Approval_Rate_Trend,0.1271,-0.2,risk
530,0.7194,1,1,Approval_Rate_Sem2,1.135,0.1667,risk
530,0.7194,1,2,Total_Units_Failed,0.7589,9.0,risk
530,0.7194,1,3,Approval_Rate_Sem1,0.4612,0.3333,risk
531,0.0983,0,1,Approval_Rate_Sem1,0.3257,0.6667,risk
531,0.0983,0,2,GDP,0.225,-0.92,risk
531,0.0983,0,3,Approval_Rate_Sem2,0.1787,0.6667,risk
532,0.9013,0,1,Approval_Rate_Sem2,0.9933,0.5,risk
532,0.9013,0,2,Mother's occupation,0.8797,0.0,risk
532,0.9013,0,3,Father's occupation,0.6024,0.0,risk
533,0.0266,1,1,Inflation rate,0.2971,0.6,risk
533,0.0266,1,2,Admission grade,0.2827,130.7,risk
533,0.0266,1,3,Unemployment rate,0.2169,11.1,risk
534,0.1929,0,1,Total_Units_Failed,0.4923,7.0,risk
534,0.1929,0,2,Approval_Rate_Sem2,0.3196,0.6667,risk
534,0.1929,0,3,Application mode,0.2675,3.0,risk
535,0.043,0,1,Course,0.4072,16.0,risk
535,0.043,0,2,Age at enrollment,0.2572,26.0,risk
535,0.043,0,3,Grade_Drop,0.1906,-2.8333,risk
536,0.0045,0,1,Previous qualification (grade),0.2017,114.0,risk
536,0.0045,0,2,Father's qualification,0.1707,0.0,risk
536,0.0045,0,3,Unemployment rate,0.163,12.4,risk
537,0.114,0,1,Age at enrollment,0.3441,41.0,risk
537,0.114,0,2,Approval_Rate_Trend,0.3319,-0.1667,risk
537,0.114,0,3,Course,0.1936,10.0,risk
538,0.7023,0,1,Total_Units_Failed,0.8901,9.0,risk
538,0.7023,0,2,Approval_Rate_Sem2,0.8841,0.2,risk
538,0.7023,0,3,Curricular units 2nd sem (approved),0.3905,1.0,risk
539,0.0125,0,1,Mother's occupation,0.3441,28.0,risk
539,0.0125,0,2,Curricular units 1st sem (evaluations),0.1717,7.0,risk
539,0.0125,0,3,Unemployment rate,0.155,13.9,risk
540,0.0111,0,1,Admission grade,0.3861,131.0,risk
540,0.0111,0,2,Displaced,0.1438,1.0,risk
540,0.0111,0,3,Curricular units 1st sem (evaluations),0.1072,8.0,risk
541,0.0039,0,1,Curricular units 1st sem (evaluations),0.1314,5.0,risk
541,0.0039,0,2,Displaced,0.1232,1.0,risk
541,0.0039,0,3,Father's occupation,0.1173,42.0,risk
542,0.0018,0,1,Scholarship holder,0.1531,0.0,risk
542,0.0018,0,2,GDP,0.1347,-0.92,risk
542,0.0018,0,3,Inflation rate,0.0826,0.3,risk
543,0.0765,0,1,Inflation rate,0.2831,0.6,risk
543,0.0765,0,2,Approval_Rate_Trend,0.2721,-0.1667,risk
543,0.0765,0,3,Application mode,0.2247,5.0,risk
544,0.0042,0,1,Displaced,0.0986,1.0,risk
544,0.0042,0,2,Application mode,0.077,4.0,risk
544,0.0042,0,3,Curricular units 1st sem (evaluations),0.0619,6.0,risk
545,0.807,0,1,Age at enrollment,0.6048,25.0,risk
545,0.807,0,2,Approval_Rate_Sem2,0.3515,0.6,risk
545,0.807,0,3,Course,0.3282,16.0,risk
546,0.1408,0,1,Course,0.6315,13.0,risk
546,0.1408,0,2,Admission grade,0.3357,128.1,risk
546,0.1408,0,3,Previous qualification (grade),0.2826,127.0,risk
547,0.6732,1,1,Approval_Rate_Sem2,1.0984,0.3333,risk
547,0.6732,1,2,Total_Units_Failed,0.6466,7.0,risk
547,0.6732,1,3,Approval_Rate_Sem1,0.3494,0.5,risk
548,0.9936,1,1,Approval_Rate_Sem2,1.3923,0.0,risk
548,0.9936,1,2,Total_Units_Failed,1.1099,10.0,risk
548,0.9936,1,3,Curricular units 2nd sem (evaluations),0.7747,0.0,risk
549,0.1288,1,1,Course,0.7687,15.0,risk
549,0.1288,1,2,Mother's qualification,0.2134,17.0,risk
549,0.1288,1,3,Application mode,0.1752,4.0,risk
550,0.9972,1,1,Tuition fees up to date,2.2191,0.0,risk
550,0.9972,1,2,Approval_Rate_Sem2,0.8421,0.0,risk
550,0.9972,1,3,Total_Units_Failed,0.5756,9.0,risk
551,0.0748,0,1,Course,0.6592,14.0,risk
551,0.0748,0,2,Father's qualification,0.3356,0.0,risk
551,0.0748,0,3,Admission grade,0.2412,131.6,risk
552,0.0252,0,1,Admission grade,0.257,128.8,risk
552,0.0252,0,2,Curricular units 1st sem (evaluations),0.1899,7.0,risk
552,0.0252,0,3,Mother's qualification,0.1761,17.0,risk
553,0.9962,1,1,Approval_Rate_Sem2,1.6146,0.0,risk
553,0.9962,1,2,Total_Units_Failed,1.4067,12.0,risk
553,0.9962,1,3,Curricular units 2nd sem (evaluations),0.7322,0.0,risk
554,0.0635,0,1,Approval_Rate_Trend,0.3915,-0.3333,risk
554,0.0635,0,2,Admission grade,0.3028,131.5,risk
554,0.0635,0,3,Approval_Rate_Sem2,0.2981,0.6667,risk
555,0.0721,0,1,Approval_Rate_Trend,0.561,-0.011,risk
555,0.0721,0,2,Inflation rate,0.2395,0.6,risk
555,0.0721,0,3,Unemployment rate,0.2035,11.1,risk
556,0.9984,1,1,Tuition fees up to date,2.219,0.0,risk
556,0.9984,1,2,Approval_Rate_Sem2,0.9551,0.0,risk
556,0.9984,1,3,Total_Units_Failed,0.744,8.0,risk
557,0.9819,1,1,Approval_Rate_Sem2,1.5124,0.0,risk
557,0.9819,1,2,Total_Units_Failed,1.0081,14.0,risk
557,0.9819,1,3,Curricular units 2nd sem (approved),0.4531,0.0,risk
558,0.0814,0,1,Approval_Rate_Sem1,0.2922,0.4,risk
558,0.0814,0,2,Father's occupation,0.2124,43.0,risk
558,0.0814,0,3,Gender,0.179,1.0,risk
559,0.0214,0,1,Curricular units 1st sem (evaluations),0.1419,8.0,risk
559,0.0214,0,2,Course,0.1215,10.0,risk
559,0.0214,0,3,Inflation rate,0.1073,1.4,risk
560,0.0993,0,1,Course,0.3902,14.0,risk
560,0.0993,0,2,Approval_Rate_Trend,0.3046,-0.1667,risk
560,0.0993,0,3,Inflation rate,0.123,0.5,risk
561,0.0878,0,1,Inflation rate,0.3252,0.6,risk
561,0.0878,0,2,Unemployment rate,0.2628,11.1,risk
561,0.0878,0,3,Curricular units 2nd sem (grade),0.207,13.7714,risk
562,0.1215,1,1,Approval_Rate_Trend,0.4057,-0.3333,risk
562,0.1215,1,2,Admission grade,0.4049,134.0,risk
562,0.1215,1,3,Approval_Rate_Sem2,0.2881,0.6667,risk
563,0.0818,0,1,Approval_Rate_Sem2,0.322,0.6667,risk
563,0.0818,0,2,Admission grade,0.2591,128.9,risk
563,0.0818,0,3,Approval_Rate_Trend,0.1998,-0.1667,risk
564,0.6067,0,1,Tuition fees up to date,3.2779,0.0,risk
564,0.6067,0,2,Financial_Risk_Score,0.4396,2.0,risk
564,0.6067,0,3,GDP,0.4036,0.32,risk
565,0.3786,1,1,Approval_Rate_Sem2,0.9018,0.0,risk
565,0.3786,1,2,Curricular units 2nd sem (approved),0.3729,0.0,risk
565,0.3786,1,3,Approval_Rate_Sem1,0.3684,0.0,risk
566,0.744,1,1,Tuition fees up to date,1.9308,0.0,risk
566,0.744,1,2,Approval_Rate_Sem2,0.5104,0.0,risk
566,0.744,1,3,Previous qualification (grade),0.4052,127.0,risk
567,0.3689,0,1,Total_Units_Failed,0.6335,12.0,risk
567,0.3689,0,2,Approval_Rate_Sem2,0.6181,0.2857,risk
567,0.3689,0,3,Course,0.2751,12.0,risk
568,0.9988,1,1,Tuition fees up to date,2.1241,0.0,risk
568,0.9988,1,2,Approval_Rate_Sem2,1.004,0.0,risk
568,0.9988,1,3,Total_Units_Failed,0.6714,8.0,risk
569,0.99,1,1,Tuition fees up to date,1.7773,0.0,risk
569,0.99,1,2,Approval_Rate_Sem2,1.0896,0.0,risk
569,0.99,1,3,Total_Units_Failed,0.6712,13.0,risk
570,0.0344,0,1,Mother's qualification,0.2926,17.0,risk
570,0.0344,0,2,Curricular units 1st sem (without evaluations),0.1931,2.0,risk
570,0.0344,0,3,Admission grade,0.1231,129.9,risk
571,0.0898,0,1,Approval_Rate_Trend,0.4308,-0.1111,risk
571,0.0898,0,2,Admission grade,0.2528,131.1,risk
571,0.0898,0,3,Application mode,0.162,4.0,risk
572,0.0326,0,1,Admission grade,0.3704,131.0,risk
572,0.0326,0,2,Curricular units 1st sem (without evaluations),0.1416,2.0,risk
572,0.0326,0,3,Approval_Rate_Trend,0.0885,-0.2,risk
573,0.0034,0,1,Admission grade,0.177,138.5,risk
573,0.0034,0,2,Curricular units 1st sem (evaluations),0.0865,8.0,risk
573,0.0034,0,3,Displaced,0.0738,1.0,risk
574,0.0183,0,1,Admission grade,0.3814,131.4,risk
574,0.0183,0,2,Unemployment rate,0.2978,11.1,risk
574,0.0183,0,3,Inflation rate,0.2495,0.6,risk
575,0.9781,1,1,Approval_Rate_Sem2,1.2822,0.1818,risk
